WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts, LbrHrs , PartsCost ,Payment, Wait ,LbrRate, LbrCost , LbrFee , PartsFee , TotalCost , TotalFee ,ReqDay,WorkDay
A01053,North,Ling,Assess,,12-Jul-21,,2,,,,169.02,Account,  ,#REF!,#REF!,#REF!,169.02,#REF!,#REF!,Mon,Sat
A01054,East,Ling,Deliver,,12-Jul-21,,2,,,,145,C.O.D.,  ,#REF!,#REF!,#REF!,145,#REF!,#REF!,Mon,Sat
A01055,Central,Cartier,Install,,12-Jul-21,,1,,,,399.84,Account,  ,#REF!,#REF!,#REF!,399.84,#REF!,#REF!,Mon,Sat
A01056,Northeast,Burton,Repair,,12-Jul-21,,1,,,,464.21,C.O.D.,  ,#REF!,#REF!,#REF!,464.21,#REF!,#REF!,Mon,Sat
A01057,Southeast,Khan,Assess,Yes,13-Jul-21,20-Jul-21,1,,,0.5,83.46,C.O.D.,7,#REF!,#REF!,#REF!,83.46,#REF!,#REF!,Tue,Tue
A01058,North,Ling,Assess,,13-Jul-21,,2,,,,58.5,Account,  ,#REF!,#REF!,#REF!,58.5,#REF!,#REF!,Tue,Sat
A01059,South,Burton,Assess,,13-Jul-21,,1,,,,61.18,Account,  ,#REF!,#REF!,#REF!,61.18,#REF!,#REF!,Tue,Sat
A01060,South,Burton,Assess,,13-Jul-21,,1,,,,220.73,C.O.D.,  ,#REF!,#REF!,#REF!,220.73,#REF!,#REF!,Tue,Sat
A01061,Northeast,Ling,Replace,Yes,13-Jul-21,,2,,,,66.86,C.O.D.,  ,#REF!,#REF!,#REF!,66.86,#REF!,#REF!,Tue,Sat
A01062,Northwest,Cartier,Replace,,14-Jul-21,,1,,,,120,P.O.,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Sat
A01063,Northwest,Cartier,Replace,,14-Jul-21,,1,,,,120,P.O.,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Sat
A01064,Northwest,Cartier,Replace,,14-Jul-21,,1,,,,120,P.O.,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Sat
A01065,Southwest,Burton,Assess,,14-Jul-21,,1,,,,166.62,C.O.D.,  ,#REF!,#REF!,#REF!,166.62,#REF!,#REF!,Wed,Sat
A01066,Northeast,Ling,Replace,,14-Jul-21,,2,,,,336.26,Account,  ,#REF!,#REF!,#REF!,336.26,#REF!,#REF!,Wed,Sat
A01067,Northwest,Khan,Repair,,14-Jul-21,,2,,,,"1,000.45",Account,  ,#REF!,#REF!,#REF!,"1,000.45",#REF!,#REF!,Wed,Sat
A01068,Central,Burton,Install,Yes,15-Jul-21,15-Jul-21,1,,,1,310.93,C.O.D., -   ,#REF!,#REF!,#REF!,310.93,#REF!,#REF!,Thu,Thu
A01069,Northeast,Ling,Replace,,15-Jul-21,,2,,,,450.2,Account,  ,#REF!,#REF!,#REF!,450.2,#REF!,#REF!,Thu,Sat
A01070,North,Ling,Replace,,15-Jul-21,,2,,,,186,Account,  ,#REF!,#REF!,#REF!,186,#REF!,#REF!,Thu,Sat
A01071,Central,Khan,Replace,,16-Jul-21,29-Jul-21,1,,,1.5,"1,111.50",P.O.,13,#REF!,#REF!,#REF!,"1,111.50",#REF!,#REF!,Fri,Thu
A01072,East,Ling,Repair,,16-Jul-21,,2,,,,170,Account,  ,#REF!,#REF!,#REF!,170,#REF!,#REF!,Fri,Sat
A01073,North,Ling,Replace,,16-Jul-21,,2,,,,180,Account,  ,#REF!,#REF!,#REF!,180,#REF!,#REF!,Fri,Sat
A01074,Northwest,Cartier,Assess,,17-Jul-21,26-Jul-21,1,,,0.75,48,C.O.D.,9,#REF!,#REF!,#REF!,48,#REF!,#REF!,Sat,Mon
A01075,Central,Burton,Replace,,17-Jul-21,,2,Yes,Yes,,"1,019.98",Warranty,  ,#REF!,#REF!, -   , -   ,#REF!, -   ,Sat,Sat
A01076,Southeast,Burton,Assess,,19-Jul-21,19-Jul-21,1,,,0.5,161.8,C.O.D., -   ,#REF!,#REF!,#REF!,161.8,#REF!,#REF!,Mon,Mon
A01077,North,Ling,Assess,,19-Jul-21,,2,,,,61.24,C.O.D.,  ,#REF!,#REF!,#REF!,61.24,#REF!,#REF!,Mon,Sat
A01078,West,Khan,Replace,,19-Jul-21,,2,,,,440.03,C.O.D.,  ,#REF!,#REF!,#REF!,440.03,#REF!,#REF!,Mon,Sat
A01079,West,Khan,Repair,,19-Jul-21,,2,,,,351,Account,  ,#REF!,#REF!,#REF!,351,#REF!,#REF!,Mon,Sat
A01080,Central,Khan,Replace,,19-Jul-21,,2,,,,519.01,C.O.D.,  ,#REF!,#REF!,#REF!,519.01,#REF!,#REF!,Mon,Sat
A01081,Southeast,Burton,Assess,,19-Jul-21,,2,,,,138.08,C.O.D.,  ,#REF!,#REF!,#REF!,138.08,#REF!,#REF!,Mon,Sat
A01082,North,Ling,Replace,,19-Jul-21,,2,,,,"1,073.46",Account,  ,#REF!,#REF!,#REF!,"1,073.46",#REF!,#REF!,Mon,Sat
A01083,North,Ling,Replace,,19-Jul-21,,2,,,,48.49,Account,  ,#REF!,#REF!,#REF!,48.49,#REF!,#REF!,Mon,Sat
A01084,West,Khan,Replace,,19-Jul-21,,1,,,,45.24,Account,  ,#REF!,#REF!,#REF!,45.24,#REF!,#REF!,Mon,Sat
A01085,North,Ling,Assess,,19-Jul-21,,1,,,,288.42,C.O.D.,  ,#REF!,#REF!,#REF!,288.42,#REF!,#REF!,Mon,Sat
A01086,Central,Burton,Replace,,20-Jul-21,,1,,,,38.5,Account,  ,#REF!,#REF!,#REF!,38.5,#REF!,#REF!,Tue,Sat
A01087,South,Burton,Deliver,,20-Jul-21,,1,,,,108,Account,  ,#REF!,#REF!,#REF!,108,#REF!,#REF!,Tue,Sat
A01088,North,Ling,Assess,,20-Jul-21,,2,,,,142.85,Account,  ,#REF!,#REF!,#REF!,142.85,#REF!,#REF!,Tue,Sat
A01089,Central,Cartier,Assess,,21-Jul-21,,1,,,,85.94,Account,  ,#REF!,#REF!,#REF!,85.94,#REF!,#REF!,Wed,Sat
A01090,North,Ling,Replace,,21-Jul-21,,2,,,,21.33,Account,  ,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Wed,Sat
A01091,Northwest,Cartier,Replace,,21-Jul-21,,2,,,,602.66,C.O.D.,  ,#REF!,#REF!,#REF!,602.66,#REF!,#REF!,Wed,Sat
A01092,Northwest,Cartier,Assess,Yes,22-Jul-21,,2,,,,66.89,C.O.D.,  ,#REF!,#REF!,#REF!,66.89,#REF!,#REF!,Thu,Sat
A01093,Northwest,Khan,Repair,,22-Jul-21,,1,,,,472.55,Account,  ,#REF!,#REF!,#REF!,472.55,#REF!,#REF!,Thu,Sat
A01094,Southeast,Cartier,Assess,,22-Jul-21,,1,,,,147.7,C.O.D.,  ,#REF!,#REF!,#REF!,147.7,#REF!,#REF!,Thu,Sat
A01095,Southeast,Burton,Assess,,22-Jul-21,,2,,,,237.21,C.O.D.,  ,#REF!,#REF!,#REF!,237.21,#REF!,#REF!,Thu,Sat
A01096,Northwest,Cartier,Repair,,22-Jul-21,,1,,,,128.81,C.O.D.,  ,#REF!,#REF!,#REF!,128.81,#REF!,#REF!,Thu,Sat
A01097,Central,Cartier,Assess,,23-Jul-21,,1,,,,84.89,C.O.D.,  ,#REF!,#REF!,#REF!,84.89,#REF!,#REF!,Fri,Sat
A01098,East,Ling,Deliver,,24-Jul-21,,1,,,,122.32,Account,  ,#REF!,#REF!,#REF!,122.32,#REF!,#REF!,Sat,Sat
A01100,East,Ling,Assess,,29-Jul-21,,2,,,,210.45,C.O.D.,  ,#REF!,#REF!,#REF!,210.45,#REF!,#REF!,Thu,Sat
